Epoch,Train_Loss,Val_Loss,LR,PLCC,SRCC,PSNR,SSIM,LPIPS,FID,mAP50,mAP50-95,Accuracy,Rank_Margin,MAE,mIoU,mAP_Medium,mAP_Hard,Accuracy_VQA,Quality_Score,Res,Data,Temp,Clamp,Cooldown,Batch,Accumulation,Stress
95,0.17184213,0.21413743,0.00007334,0.4568,0.4585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5876,0.0000,0.0000,0.0000,0.0000,0.0000,45.7649,224,1.00,0.5000,15.0,0,30,1,3.000000
96,0.28213982,0.21567551,0.00000240,0.5036,0.4621,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5761,0.0000,0.0000,0.0000,0.0000,0.0000,48.2831,224,0.15,1.0000,15.0,0,30,1,0.000000
97,0.15299833,0.23072201,0.00000790,0.4963,0.4643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5663,0.0000,0.0000,0.0000,0.0000,0.0000,48.0309,224,0.15,0.9800,15.0,0,28,1,0.000000
98,0.14287312,0.21942035,0.00002354,0.4797,0.4647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5738,0.0000,0.0000,0.0000,0.0000,0.0000,47.2219,224,0.15,0.9604,15.0,0,28,1,0.000000
99,0.13847912,0.22108673,0.00004645,0.4709,0.4748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5676,0.0000,0.0000,0.0000,0.0000,0.0000,47.2861,224,0.25,0.9412,15.0,0,28,1,0.000000
100,0.12811606,0.22360016,0.00004600,0.4749,0.4595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5693,0.0000,0.0000,0.0000,0.0000,0.0000,46.7212,224,0.25,0.9224,15.0,0,28,1,0.000000
101,0.12921164,0.23129325,0.00004555,0.4441,0.4503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5780,0.0000,0.0000,0.0000,0.0000,0.0000,44.7201,224,0.35,0.9039,15.0,0,28,1,0.000000
102,0.12997593,0.21363637,0.00004491,0.4705,0.4664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5724,0.0000,0.0000,0.0000,0.0000,0.0000,46.8474,224,0.45,0.9039,15.0,0,28,1,0.000000
103,0.12361173,0.23028058,0.00004407,0.4443,0.4473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5788,0.0000,0.0000,0.0000,0.0000,0.0000,44.5762,224,0.45,0.8858,15.0,0,28,1,0.000000
104,0.12038383,0.22107453,0.00003673,0.4622,0.4553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5724,0.0000,0.0000,0.0000,0.0000,0.0000,45.8790,224,0.45,0.8858,15.0,5,28,1,0.000000
105,0.11482663,0.23429761,0.00004482,0.4803,0.4544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5663,0.0000,0.0000,0.0000,0.0000,0.0000,46.7369,224,0.45,0.8858,15.0,2,28,1,0.000000
106,0.12084079,0.21599741,0.00004454,0.4604,0.4526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5770,0.0000,0.0000,0.0000,0.0000,0.0000,45.6492,224,0.55,0.8681,15.0,0,28,1,0.000000
107,0.11622870,0.22473872,0.00004419,0.4628,0.4492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5724,0.0000,0.0000,0.0000,0.0000,0.0000,45.5978,224,0.55,0.8508,15.0,0,28,1,0.000000
108,0.11233732,0.23594983,0.00004385,0.4839,0.4468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5640,0.0000,0.0000,0.0000,0.0000,0.0000,46.5366,224,0.55,0.8337,15.0,0,28,1,0.000000
109,0.11850630,0.22573133,0.00004350,0.4799,0.4484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5690,0.0000,0.0000,0.0000,0.0000,0.0000,46.4150,224,0.65,0.8171,15.0,0,28,1,0.000000
110,0.11383267,0.23411963,0.00004309,0.4827,0.4521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5648,0.0000,0.0000,0.0000,0.0000,0.0000,46.7398,224,0.65,0.8007,15.0,0,28,1,0.000000
111,0.11003336,0.23157937,0.00004267,0.4827,0.4482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5661,0.0000,0.0000,0.0000,0.0000,0.0000,46.5420,224,0.65,0.7847,15.0,0,28,1,0.000000
112,0.11723100,0.22616428,0.00004225,0.4832,0.4563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5654,0.0000,0.0000,0.0000,0.0000,0.0000,46.9732,224,0.75,0.7690,15.0,0,28,1,0.000000
113,0.11314688,0.22997034,0.00004176,0.4719,0.4553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5710,0.0000,0.0000,0.0000,0.0000,0.0000,46.3590,224,0.75,0.7536,15.0,0,28,1,0.000000
114,0.10943986,0.23407014,0.00004127,0.4688,0.4389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5718,0.0000,0.0000,0.0000,0.0000,0.0000,45.3853,224,0.75,0.7386,15.0,0,28,1,0.000000
115,0.11573771,0.22555411,0.00004078,0.4556,0.4526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5746,0.0000,0.0000,0.0000,0.0000,0.0000,45.4125,224,0.85,0.7238,15.0,0,28,1,0.000000
116,0.11193869,0.22871779,0.00004021,0.4783,0.4474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5676,0.0000,0.0000,0.0000,0.0000,0.0000,46.2875,224,0.85,0.7093,15.0,0,28,1,0.000000
117,0.18024039,0.26202310,0.00003943,0.4596,0.4261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5757,0.0000,0.0000,0.0000,0.0000,0.0000,44.2866,224,0.85,0.6951,15.0,0,28,1,0.000000
118,0.10757934,0.25224927,0.00004107,0.4683,0.4320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5698,0.0000,0.0000,0.0000,0.0000,0.0000,45.0146,224,0.85,0.6812,15.0,0,28,1,0.000000
119,0.11475609,0.24316117,0.00004078,0.4576,0.4435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5713,0.0000,0.0000,0.0000,0.0000,0.0000,45.0577,224,0.95,0.6676,15.0,0,28,1,0.000000
120,0.11125983,0.22576111,0.00004044,0.4688,0.4411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5727,0.0000,0.0000,0.0000,0.0000,0.0000,45.4943,224,0.95,0.6543,15.0,0,28,1,0.000000
121,0.10826444,0.24998878,0.00004011,0.4542,0.4219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5780,0.0000,0.0000,0.0000,0.0000,0.0000,43.8005,224,0.95,0.6412,15.0,0,28,1,0.000000
122,0.14446446,0.21879766,0.00000395,0.4677,0.4624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5718,0.0000,0.0000,0.0000,0.0000,0.0000,46.5084,224,1.00,1.0000,15.0,0,28,1,0.000000
123,0.18507585,0.23166909,0.00001962,0.4567,0.4472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5823,0.0000,0.0000,0.0000,0.0000,0.0000,45.1960,224,1.00,0.9800,15.0,0,28,1,0.000000
124,0.13934257,0.21844967,0.00003907,0.4602,0.4623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5796,0.0000,0.0000,0.0000,0.0000,0.0000,46.1208,224,1.00,0.9800,15.0,0,28,1,0.000000
125,0.24969145,0.21945289,0.00003872,0.4627,0.4559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5785,0.0000,0.0000,0.0000,0.0000,0.0000,45.9278,224,1.00,1.0000,15.0,0,28,1,0.000000
126,0.13175918,0.22396310,0.00003866,0.4569,0.4575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5763,0.0000,0.0000,0.0000,0.0000,0.0000,45.7211,224,1.00,1.0000,15.0,0,28,1,0.000000
127,0.13363348,0.23196055,0.00003835,0.4703,0.4552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5727,0.0000,0.0000,0.0000,0.0000,0.0000,46.2746,224,1.00,1.0000,15.0,0,28,1,1.000000
128,0.14641532,0.24058699,0.00003805,0.4489,0.4420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5868,0.0000,0.0000,0.0000,0.0000,0.0000,44.5419,224,1.00,1.0000,15.0,0,28,1,2.000000
129,0.14413105,0.25358054,0.00003208,0.4460,0.4383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5882,0.0000,0.0000,0.0000,0.0000,0.0000,44.2165,224,1.00,1.0000,15.0,5,28,1,2.000000
130,0.14211990,0.22839947,0.00003558,0.4443,0.4405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5819,0.0000,0.0000,0.0000,0.0000,0.0000,44.2380,224,1.00,1.0000,15.0,4,28,1,2.000000
131,0.13986328,0.22943590,0.00003537,0.4712,0.4514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5761,0.0000,0.0000,0.0000,0.0000,0.0000,46.1331,224,1.00,1.0000,15.0,3,28,1,2.000000
132,0.13931555,0.23451788,0.00003515,0.4617,0.4530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5771,0.0000,0.0000,0.0000,0.0000,0.0000,45.7327,224,1.00,1.0000,15.0,2,28,1,2.000000
133,0.16842517,0.24069944,0.00005241,0.4273,0.4252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5990,0.0000,0.0000,0.0000,0.0000,0.0000,42.6291,224,1.00,1.0000,15.0,0,28,1,4.000000
134,0.16418754,0.23313238,0.00004428,0.4521,0.4375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5887,0.0000,0.0000,0.0000,0.0000,0.0000,44.4812,224,1.00,1.5000,10.0,5,28,1,4.000000
135,0.16270472,0.21275183,0.00004400,0.4264,0.4438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5901,0.0000,0.0000,0.0000,0.0000,0.0000,43.5078,224,1.00,1.5000,10.0,2,28,1,4.000000
136,0.16174016,0.21588986,0.00004373,0.4383,0.4527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5845,0.0000,0.0000,0.0000,0.0000,0.0000,44.5504,224,1.00,1.5000,10.0,1,28,1,4.000000
137,0.17116147,0.21496115,0.00000395,0.4578,0.4565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5832,0.0000,0.0000,0.0000,0.0000,0.0000,45.7145,224,1.00,1.0000,15.0,0,28,1,0.000000
138,0.13913676,0.22030386,0.00001751,0.4675,0.4603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5750,0.0000,0.0000,0.0000,0.0000,0.0000,46.3914,224,1.00,1.0000,15.0,0,28,1,0.000000
139,0.13329752,0.21945845,0.00001735,0.4780,0.4637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5701,0.0000,0.0000,0.0000,0.0000,0.0000,47.0869,224,1.00,1.0000,15.0,0,28,1,0.000000
140,0.13250908,0.23904750,0.00001719,0.4604,0.4442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5768,0.0000,0.0000,0.0000,0.0000,0.0000,45.2269,224,1.00,1.0000,15.0,0,28,1,1.000000
141,0.13510489,0.22969569,0.00001703,0.4678,0.4554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5727,0.0000,0.0000,0.0000,0.0000,0.0000,46.1583,224,1.00,1.0000,15.0,0,28,1,2.000000
142,0.13093295,0.21955078,0.00003366,0.4655,0.4527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5765,0.0000,0.0000,0.0000,0.0000,0.0000,45.9079,224,1.00,1.0000,15.0,0,28,1,2.000000
143,0.12726347,0.23037492,0.00003335,0.4527,0.4501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5803,0.0000,0.0000,0.0000,0.0000,0.0000,45.1420,224,1.00,1.0000,15.0,0,28,1,2.000000
144,0.15446863,0.21826760,0.00003303,0.4520,0.4564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5822,0.0000,0.0000,0.0000,0.0000,0.0000,45.4205,224,1.00,1.0000,15.0,0,28,1,3.000000
145,0.15229166,0.23310487,0.00003271,0.4426,0.4454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5867,0.0000,0.0000,0.0000,0.0000,0.0000,44.4021,224,1.00,1.0000,15.0,0,28,1,3.000000
146,0.17097881,0.22324711,0.00004859,0.4458,0.4509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5851,0.0000,0.0000,0.0000,0.0000,0.0000,44.8339,224,1.00,1.0000,15.0,0,28,1,4.000000
147,0.17072633,0.21683942,0.00005277,0.4476,0.4421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5873,0.0000,0.0000,0.0000,0.0000,0.0000,44.4837,224,1.00,1.0000,15.0,0,28,1,4.000000
148,0.17104415,0.22121638,0.00000395,0.4642,0.4575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5775,0.0000,0.0000,0.0000,0.0000,0.0000,46.0845,224,1.00,1.0000,15.0,0,28,1,0.000000
149,0.16299221,0.21305930,0.00001577,0.4542,0.4588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5871,0.0000,0.0000,0.0000,0.0000,0.0000,45.6492,224,1.00,1.0000,15.0,0,28,1,0.000000
150,0.16102747,0.20670915,0.00001561,0.4520,0.4684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5867,0.0000,0.0000,0.0000,0.0000,0.0000,46.0192,224,1.00,1.0000,15.0,0,28,1,0.000000
151,0.15949673,0.21618411,0.00001545,0.4539,0.4626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5813,0.0000,0.0000,0.0000,0.0000,0.0000,45.8225,224,1.00,1.0000,15.0,0,28,1,0.000000
152,0.13661500,0.22322729,0.00001529,0.4613,0.4507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5781,0.0000,0.0000,0.0000,0.0000,0.0000,45.6017,224,1.00,1.0000,15.0,0,28,1,1.000000
153,0.14195300,0.22307903,0.00001513,0.4640,0.4591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5753,0.0000,0.0000,0.0000,0.0000,0.0000,46.1509,224,1.00,1.0000,15.0,0,28,1,2.000000
154,0.14762101,0.23171392,0.00001497,0.4639,0.4511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5768,0.0000,0.0000,0.0000,0.0000,0.0000,45.7499,224,1.00,1.0000,15.0,0,28,1,3.000000
155,0.14635385,0.22568644,0.00001481,0.4504,0.4548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5824,0.0000,0.0000,0.0000,0.0000,0.0000,45.2581,224,1.00,1.0000,15.0,0,28,1,3.000000
156,0.15991964,0.22148508,0.00002198,0.4516,0.4573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5833,0.0000,0.0000,0.0000,0.0000,0.0000,45.4469,224,1.00,1.0000,15.0,0,28,1,4.000000
157,0.15894381,0.22292263,0.00002685,0.4452,0.4522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5879,0.0000,0.0000,0.0000,0.0000,0.0000,44.8696,224,1.00,1.0000,15.0,0,28,1,4.000000
158,0.15796688,0.21888941,0.00002666,0.4452,0.4492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5833,0.0000,0.0000,0.0000,0.0000,0.0000,44.7162,224,1.00,1.0000,15.0,0,28,1,4.000000
159,0.29302653,0.49220185,0.00002824,0.4979,0.4610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5554,0.0000,0.0000,0.0000,0.0000,0.0000,47.9417,224,1.00,1.0000,15.0,0,28,1,4.000000
160,0.26966641,0.49419012,0.00002793,0.4922,0.4630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5611,0.0000,0.0000,0.0000,0.0000,0.0000,47.7596,224,1.00,1.0000,15.0,0,28,1,4.000000
161,0.25691916,0.50343040,0.00002761,0.4899,0.4557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5591,0.0000,0.0000,0.0000,0.0000,0.0000,47.2776,224,1.00,1.0000,15.0,0,28,1,4.000000
162,0.37064811,0.48975163,0.00002729,0.4899,0.4611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5641,0.0000,0.0000,0.0000,0.0000,0.0000,47.5497,224,1.00,1.0000,15.0,0,28,1,5.000000
163,0.36105615,0.50185506,0.00002697,0.4755,0.4474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5717,0.0000,0.0000,0.0000,0.0000,0.0000,46.1405,224,1.00,1.0000,15.0,0,28,1,5.000000
164,0.35652656,0.49666075,0.00002665,0.4785,0.4553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5734,0.0000,0.0000,0.0000,0.0000,0.0000,46.6886,224,1.00,1.0000,15.0,0,28,1,5.000000
165,0.37548647,0.48282269,0.00003950,0.4754,0.4556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5730,0.0000,0.0000,0.0000,0.0000,0.0000,46.5521,224,1.00,1.0000,15.0,0,28,1,5.000000
166,0.37621738,0.48019946,0.00004469,0.4685,0.4561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5757,0.0000,0.0000,0.0000,0.0000,0.0000,46.2337,224,1.00,1.0000,15.0,0,28,1,5.000000
167,0.37253167,0.51369046,0.00004427,0.4603,0.4437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5853,0.0000,0.0000,0.0000,0.0000,0.0000,45.2028,224,1.00,1.0000,15.0,0,28,1,5.000000
168,0.37125157,0.50446184,0.00004385,0.4668,0.4377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5828,0.0000,0.0000,0.0000,0.0000,0.0000,45.2236,224,1.00,1.0000,15.0,0,28,1,5.000000
169,0.36805282,0.48243986,0.00004343,0.4645,0.4567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5789,0.0000,0.0000,0.0000,0.0000,0.0000,46.0570,224,1.00,1.0000,15.0,0,28,1,5.000000
170,0.36229884,0.50134230,0.00004301,0.4721,0.4466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5804,0.0000,0.0000,0.0000,0.0000,0.0000,45.9341,224,1.00,1.0000,15.0,0,28,1,5.000000
171,0.35866071,0.51022069,0.00004259,0.4728,0.4513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5771,0.0000,0.0000,0.0000,0.0000,0.0000,46.2032,224,1.00,1.0000,15.0,0,28,1,5.000000
172,0.35606144,0.48858764,0.00004217,0.4753,0.4531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5746,0.0000,0.0000,0.0000,0.0000,0.0000,46.4186,224,1.00,1.0000,15.0,0,28,1,5.000000
173,0.37892567,0.48772744,0.00006263,0.4778,0.4485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5760,0.0000,0.0000,0.0000,0.0000,0.0000,46.3126,224,1.00,1.0000,15.0,0,28,1,5.000000
174,0.38011894,0.51266838,0.00006200,0.4623,0.4334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5801,0.0000,0.0000,0.0000,0.0000,0.0000,44.7847,224,1.00,1.0000,15.0,0,28,1,5.000000
175,0.33803974,0.49731445,0.00002420,0.4812,0.4530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000,0.0000,0.0000,0.0000,46.7106,224,0.90,1.0000,15.0,5,28,1,5.000000
176,0.31730594,0.50951623,0.00000656,0.4755,0.4506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5699,0.0000,0.0000,0.0000,0.0000,0.0000,46.3020,224,1.00,1.0000,15.0,0,28,1,5.000000
177,0.31169249,0.50240751,0.00000647,0.4813,0.4551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644,0.0000,0.0000,0.0000,0.0000,0.0000,46.8188,224,1.00,1.0000,15.0,0,28,1,5.000000
178,0.31871898,0.51112129,0.00002205,0.4973,0.4532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5588,0.0000,0.0000,0.0000,0.0000,0.0000,47.5251,224,1.00,1.0000,15.0,0,24,1,1.000000
