Epoch,Train_Loss,Val_Loss,LR,PLCC,SRCC,PSNR,SSIM,LPIPS,FID,mAP50,mAP50-95,Accuracy,Res,Data,Temp,Clamp,Cooldown,Batch,Accumulation,Stress
2,0.00305762,0.01077764,0.00000120,-0.0888,-0.0389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9013,256,0.10,0.5000,15.0,0,128,1,0.000000
